time,luminosity,timeErrPos,timeErrNeg,luminosityErrPos,luminosityErrNeg,index,indexErrPos,indexErrNeg
119.683,6.63262e+49,0.451635,0.451972,1.38835e+49,1.28131e+49,2.74325,0.134371,-0.112083
120.662,5.15165e+49,0.618807,0.527806,1.18333e+49,1.07021e+49,2.73154,0.16006,-0.132278
121.876,5.08135e+49,0.551736,0.595214,1.30066e+49,1.15518e+49,2.71712,0.191327,-0.157818
122.854,6.04017e+49,0.511291,0.426357,1.38056e+49,1.2502e+49,2.70554,0.157386,-0.129697
124.153,3.6219e+49,0.762386,0.787664,8.01897e+48,7.27743e+48,2.69031,0.14985,-0.123059
125.43,2.9829e+49,0.723964,0.513987,8.13208e+48,7.35931e+48,2.67549,0.186159,-0.152574
126.817,2.65235e+49,0.670374,0.663296,7.13423e+48,6.47983e+48,2.64513,0.180371,-0.147735
128.069,3.03284e+49,0.760701,0.581732,7.2072e+48,6.57515e+48,2.60895,0.154746,-0.126246
129.469,3.06126e+49,0.940344,0.639703,7.25143e+48,6.46989e+48,2.5689,0.168072,-0.13628
131.183,2.06915e+49,0.720256,0.773509,6.40496e+48,5.63857e+48,2.52047,0.229845,-0.186012
132.686,2.6015e+49,0.825413,0.781598,9.45191e+48,8.0122e+48,2.47853,0.30207,-0.244611
134.474,2.11275e+49,0.52511,0.962926,6.455e+48,5.70148e+48,2.52404,0.224248,-0.181481
135.84,1.87701e+49,0.78935,0.84058,5.75153e+48,5.08429e+48,2.52404,0.224248,-0.181481
141.496,8.20559e+48,2.44152,2.62858,4.14996e+48,3.29706e+48,2.14709,0.418983,-0.309502
147.829,5.17101e+48,3.71419,3.89147,1.94699e+48,1.61523e+48,1.94303,0.287185,-0.212386
154.852,4.57795e+48,3.45197,3.30873,1.54529e+48,1.31568e+48,1.72673,0.236483,-0.171531
164.605,2.11177e+48,5.5305,6.30064,8.87919e+47,7.16434e+47,1.48259,0.326397,-0.233186
175.108,2.89569e+48,5.16852,4.97236,1.00701e+48,8.40906e+47,1.57763,0.251814,-0.18017
