time,luminosity,timeErrPos,timeErrNeg,luminosityErrPos,luminosityErrNeg,index,indexErrPos,indexErrNeg
184.388,3.72591e+48,4.33873,4.1119,1.54814e+48,1.23563e+48,1.62952,0.329711,-0.236062
197.211,2.03948e+48,5.0364,8.48466,6.88825e+47,5.82465e+47,1.47032,0.240013,-0.173556
208.133,2.42431e+48,5.10044,5.88541,9.57853e+47,7.82046e+47,1.39766,0.305198,-0.221681
219.318,1.95755e+48,8.28177,6.08426,6.59063e+47,5.67415e+47,1.63202,0.230724,-0.168622
236.962,2.40365e+48,6.6943,9.36198,9.54296e+47,7.86325e+47,1.97845,0.307292,-0.22725
250.394,2.78537e+48,6.78261,6.73846,9.84591e+47,8.4301e+47,2.07108,0.250084,-0.185321
268.377,1.88384e+48,10.7718,11.1999,6.28038e+47,5.48697e+47,2.1625,0.225535,-0.169184
290.082,2.37027e+48,7.6579,10.9333,9.11782e+47,7.71779e+47,2.21486,0.286659,-0.216108
305.867,2.87937e+48,5.39434,8.12673,9.60103e+47,8.27613e+47,1.99296,0.230527,-0.170261
323.936,1.55536e+48,6.76239,12.6741,5.91419e+47,4.88089e+47,1.75259,0.282502,-0.202047
345.834,1.06202e+48,10.2164,15.1358,4.00287e+47,3.30849e+47,1.60788,0.278104,-0.198205
368.305,1.32248e+48,8.02663,12.2551,5.05413e+47,4.16142e+47,1.60573,0.284106,-0.202353
386.684,1.43564e+48,9.92888,10.3525,5.85637e+47,4.75147e+47,1.7001,0.312659,-0.222882
410.682,1.20302e+48,16.3536,14.0688,4.07946e+47,3.50806e+47,1.97956,0.232995,-0.170173
445.107,1.86623e+48,11.5062,18.0711,7.05877e+47,5.96484e+47,2.35317,0.285837,-0.217065
472.036,1.58807e+48,11.6188,15.4237,5.23396e+47,4.61989e+47,2.19438,0.219993,-0.167665
488.962,2.89615e+48,8.21402,5.30704,8.91127e+47,8.01024e+47,2.06391,0.193928,-0.149129
510.427,1.29324e+48,12.9467,13.2504,4.10985e+47,3.68105e+47,1.90478,0.206844,-0.160923
534.778,1.00726e+48,18.1732,11.4041,3.55719e+47,3.11719e+47,1.76778,0.250022,-0.195035
565.771,1.34103e+48,11.6842,12.82,4.51186e+47,3.94884e+47,1.77082,0.239039,-0.186398
1771.71,3.74533e+47,16.8342,11.8979,1.60013e+47,1.30178e+47,1.83258,0.333048,-0.242357
1799.43,5.31259e+47,9.39029,10.8915,2.05715e+47,1.71093e+47,1.83505,0.288235,-0.209758
1822.2,4.16574e+47,12.819,13.3778,1.4265e+47,1.22215e+47,1.8395,0.236998,-0.172619
1852.24,3.9644e+47,10.6663,17.2211,1.67591e+47,1.36676e+47,1.84527,0.328598,-0.239531
1884.31,3.40393e+47,11.5504,21.4075,1.15557e+47,9.85442e+46,1.80595,0.237516,-0.17273
1906.46,4.78494e+47,11.3751,10.5966,1.89379e+47,1.56033e+47,1.77806,0.299809,-0.217606
1931.8,3.87647e+47,13.0802,13.9619,1.38113e+47,1.16084e+47,1.69775,0.25848,-0.187898
1964.25,2.66775e+47,15.2794,19.3684,9.43752e+46,8.04444e+46,1.57178,0.250953,-0.184514
1995.26,3.60959e+47,18.9087,15.7374,1.36887e+47,1.11229e+47,1.53743,0.300394,-0.221191
2414.77,4.70218e+47,16.6603,14.6073,1.60467e+47,1.41922e+47,2.18749,0.235572,-0.18453
2445.12,6.11219e+47,12.5089,13.6882,2.12866e+47,1.86458e+47,2.23003,0.248816,-0.195049
2475.6,4.02587e+47,20.0529,17.9751,1.44027e+47,1.26398e+47,2.25051,0.254026,-0.19915
2513,5.39105e+47,13.9174,17.3492,1.84464e+47,1.61381e+47,2.23841,0.245385,-0.192328
3722.12,2.55908e+47,24.7782,20.0104,1.06954e+47,8.77835e+46,1.92123,0.322419,-0.236129
3775.25,2.03734e+47,29.1153,28.3495,8.03981e+46,6.67485e+46,1.93508,0.297219,-0.217778
3822.13,3.11758e+47,21.9488,17.7695,1.03312e+47,9.00543e+46,2.00169,0.223136,-0.165796
3866.29,3.27428e+47,17.5072,22.2113,1.06606e+47,9.44157e+46,2.06369,0.215797,-0.165052
3913.55,2.57713e+47,22.6421,29.7523,9.63021e+46,8.33116e+46,2.12415,0.271375,-0.209623
3987.33,1.87301e+47,28.3017,51.1325,6.6564e+46,5.75405e+46,2.11739,0.258704,-0.199848
5640.69,1.63244e+47,36.6589,36.8618,5.41765e+46,4.88063e+46,1.99172,0.218846,-0.174205
5717.12,1.34632e+47,29.5251,39.7705,4.83482e+46,4.39961e+46,1.98684,0.22627,-0.180144
5780.39,1.50616e+47,27.9457,33.7442,5.47728e+46,4.96829e+46,1.98286,0.232648,-0.18523
5845.36,1.59069e+47,39.8817,37.0195,5.3263e+46,4.76973e+46,1.96914,0.226442,-0.180277
5940.63,1.32794e+47,40.0998,55.39,4.26524e+46,3.82995e+46,1.94651,0.214626,-0.170791
7598.65,8.79502e+46,38.4985,49.3886,3.37169e+46,2.97439e+46,1.60187,0.256266,-0.195229
7671.75,9.5714e+46,47.3788,34.5929,3.72009e+46,3.26292e+46,1.58847,0.264928,-0.201802
7772.33,7.02902e+46,54.117,53.2069,2.80237e+46,2.45912e+46,1.57497,0.271316,-0.206658
7896.69,6.48776e+46,86.0947,70.2396,2.36357e+46,2.04406e+46,1.57529,0.259458,-0.19756
9673.1,5.22923e+46,130.105,158.061,1.70742e+46,1.4085e+46,1.57937,0.245215,-0.177007
15537.3,1.73902e+46,2580.54,3500.44,6.14628e+45,5.09778e+45,1.57023,0.25645,-0.181126
21621.4,1.23898e+46,2343.35,1778.71,5.67436e+45,4.4846e+45,1.55925,0.360891,-0.252334
28846.5,6.52934e+45,4313.65,3778.44,2.60677e+45,2.13739e+45,1.59568,0.293013,-0.204193
44106.2,3.10946e+45,12734.1,9080.71,1.3523e+45,1.10397e+45,1.65654,0.317204,-0.217439
98229.6,4.99009e+44,195976,29878.8,4.1085e+44,3.06273e+44,1.77132,0.693257,-0.475365
